Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1.0,3716.0,Wonthaggi North Primary School,Primary,O,Cnr White & Wentworth Road,,Wonthaggi,VIC,3995.0,P O Box 106,,WONTHAGGI,VIC,3995.0,03 5672 4697,74.0,Bass Coast (S),145.60023,-38.59882
Government,1.0,3717.0,Melton South Primary School,Primary,O,38 - 46 Exford Road,,Melton South,VIC,3338.0,P O Box 2043,,MELTON SOUTH,VIC,3338.0,03 9743 2922,465.0,Melton (C),144.57426,-37.70872
Government,1.0,3729.0,Chelsea Primary School,Primary,O,34-44 Argyle Ave,,Chelsea,VIC,3196.0,34-44 ARGYLE AVE,,CHELSEA,VIC,3196.0,03 9773 2055,343.0,Kingston (C),145.12231,-38.05489
Government,1.0,3754.0,Hampton Primary School,Primary,O,528 Hampton Street,,Hampton,VIC,3188.0,PO Box 97,,Hampton,VIC,3188.0,03 9598 1412,91.0,Bayside (C),145.00348,-37.93339
Government,1.0,3774.0,Victorian College For The Deaf,Special,O,597 St Kilda Road,,Melbourne,VIC,3004.0,597 St Kilda Road,,MELBOURNE,VIC,3004.0,03 9510 1706,460.0,Melbourne (C),144.98231,-37.84977
Government,1.0,3787.0,Balliang East Primary School,Primary,O,4 School Road,,Balliang East,VIC,3340.0,4 School Road,,BALLIANG EAST,VIC,3340.0,03 5369 5148,515.0,Moorabool (S),144.41535,-37.79498
Government,1.0,3790.0,Edithvale Primary School,Primary,O,42-54 Edithvale Road,,Edithvale,VIC,3196.0,42 - 54 Edithvale Road,,EDITHVALE,VIC,3196.0,03 9772 1393,343.0,Kingston (C),145.11297,-38.03749
Government,1.0,3805.0,Orrvale Primary School,Primary,O,300 Channel Road,,Orrvale,VIC,3631.0,300 Channel Road,,ORRVALE,VIC,3631.0,03 5829 2490,283.0,Greater Shepparton (C),145.44054,-36.41041
Government,1.0,3806.0,Penders Grove Primary School,Primary,O,370 Victoria Road,,Thornbury,VIC,3071.0,370 Victoria Road,,THORNBURY,VIC,3071.0,03 9484 1076,189.0,Darebin (C),145.01427,-37.75452
Government,1.0,3819.0,Underbool Primary School,Primary,O,67 Cotter Street,,Underbool,VIC,3509.0,PO Box 43,,UNDERBOOL,VIC,3509.0,03 5094 6342,478.0,Mildura (RC),141.81405,-35.17057
Government,1.0,3820.0,Caulfield Junior College,Primary,O,186 Balaclava Road,,Caulfield North,VIC,3161.0,186 Balaclava Road,,CAULFIELD NORTH,VIC,3161.0,03 9509 6872,231.0,Glen Eira (C),145.02156,-37.87211
Government,1.0,3835.0,Seaford Primary School,Primary,O,Mcrae Street,,Seaford,VIC,3198.0,McRae Street,,SEAFORD,VIC,3198.0,03 9786 1357,217.0,Frankston (C),145.1305,-38.10444
Government,1.0,3841.0,Wattle Park Primary School,Primary,O,225 Warrigal Road,,Burwood,VIC,3125.0,225 Warrigal Road,,BURWOOD,VIC,3125.0,03 9808 2165,698.0,Whitehorse (C),145.09737,-37.84264
Government,1.0,3859.0,Murrabit Group School,Primary,O,61 Browning Avenue,,Murrabit,VIC,3579.0,P O Box 42,,MURRABIT,VIC,3579.0,03 5457 2284,225.0,Gannawarra (S),143.95075,-35.52884
Government,1.0,3885.0,Preston West Primary School,Primary,O,383 Murray Road,,Preston,VIC,3072.0,383 MURRAY ROAD,,PRESTON,VIC,3072.0,03 9470 1546,189.0,Darebin (C),144.99553,-37.73737
Government,1.0,3889.0,Thornbury Primary School,Primary,O,16-22 Hutton Street,,Thornbury,VIC,3071.0,16 - 22 Hutton Street,,THORNBURY,VIC,3071.0,03 9484 3254,189.0,Darebin (C),144.99675,-37.75543
Government,1.0,3890.0,Footscray West Primary School,Primary,O,Argyle Street,,West Footscray,VIC,3012.0,Argyle Street,,WEST FOOTSCRAY,VIC,3012.0,03 9687 1535,433.0,Maribyrnong (C),144.87527,-37.79487
Government,1.0,3892.0,Wandin North Primary School,Primary,O,220 Warburton Highway,,Wandin North,VIC,3139.0,P O Box 271,,WANDIN NORTH,VIC,3139.0,03 5964 4570,745.0,Yarra Ranges (S),145.40971,-37.76978
Government,1.0,3897.0,Gardenvale Primary School,Primary,O,66 Landcox Street,,Brighton East,VIC,3187.0,66 Landcox Street,,BRIGHTON EAST,VIC,3187.0,03 9596 2871,91.0,Bayside (C),145.01503,-37.90468
Government,1.0,3899.0,Beaumaris Primary School,Primary,O,99 Dalgetty Road,,Beaumaris,VIC,3193.0,P O Box 6140,,Cromer,VIC,3193.0,03 9589 2619,91.0,Bayside (C),145.03759,-37.98527
Government,1.0,3907.0,Currawa Primary School,Primary,O,2 Ridge Road,,Dookie Campus,VIC,3647.0,2 Ridge Road,,Dookie Campus,VIC,3647.0,03 5828 6581,283.0,Greater Shepparton (C),145.70379,-36.38475
Government,1.0,3920.0,Cann River P-12 College,Pri/Sec,O,20-24 Tamboon Road,,Cann River,VIC,3890.0,20-24 Tamboon,,CANN RIVER,VIC,3890.0,03 5158 6245,211.0,East Gippsland (S),149.15302,-37.5697
Government,1.0,3923.0,Altona Primary School,Primary,O,109 Blyth Street,,Altona,VIC,3018.0,P O Box 127,,ALTONA,VIC,3018.0,03 9398 2925,311.0,Hobsons Bay (C),144.82274,-37.86771
Government,1.0,3924.0,Devon Meadows Primary School,Primary,O,50 Worthing Road,,Devon Meadows,VIC,3977.0,"50 Worthing Road,",,DEVON MEADOWS,VIC,3977.0,03 5998 2304,161.0,Casey (C),145.30138,-38.16203
Government,1.0,3926.0,Upper Ferntree Gully Primary School,Primary,O,Talaskia Road,,Upper Ferntree Gully,VIC,3156.0,P O Box 7030,,UPPER FERNTREE GULLY,VIC,3156.0,03 9758 1527,367.0,Knox (C),145.31432,-37.8956
Government,1.0,3931.0,Eildon Primary School,Primary,O,45 High Street,,Eildon,VIC,3713.0,45 High Street,,EILDON,VIC,3713.0,03 5774 2074,562.0,Murrindindi (S),145.90676,-37.23397
Government,1.0,3933.0,Bittern Primary School,Primary,O,Portsmouth Road,,Bittern,VIC,3918.0,P O Box 3,,BITTERN,VIC,3918.0,03 5983 9590,534.0,Mornington Peninsula (S),145.17168,-38.33986
Government,1.0,3936.0,Colbinabbin Primary School,Primary,O,56 Mitchell Street,,Colbinabbin,VIC,3559.0,56 Mitchell Street,,COLBINABBIN,VIC,3559.0,03 5432 9330,137.0,Campaspe (S),144.80166,-36.58988
Government,1.0,3937.0,Stanhope Primary School,Primary,O,48 Midland Highway,,Stanhope,VIC,3623.0,P O Box 19,,STANHOPE,VIC,3623.0,03 5857 2514,137.0,Campaspe (S),144.98802,-36.4481
Government,1.0,3939.0,Hurstbridge Primary School,Primary,O,961-989 Heidelberg-Kinglake Rd,,Hurstbridge,VIC,3099.0,Main Road,,HURSTBRIDGE,VIC,3099.0,03 9718 2386,571.0,Nillumbik (S),145.19812,-37.6359
Government,1.0,3941.0,Coburg West Primary School,Primary,O,185-187 Reynard Street,,Coburg,VIC,3058.0,185-187 REYNARD STREET,,COBURG,VIC,3058.0,03 9386 1286,525.0,Merri-bek (C),144.94762,-37.74715
Government,1.0,3942.0,Elwood Primary School,Primary,O,Scott Street,,Elwood,VIC,3184.0,Scott Street,,ELWOOD,VIC,3184.0,03 9531 2762,590.0,Port Phillip (C),144.98836,-37.8815
Government,1.0,3943.0,Mont Albert Primary School,Primary,O,Barloa Road,,Mont Albert,VIC,3127.0,Barloa Road,,MONT ALBERT,VIC,3127.0,03 9890 1331,698.0,Whitehorse (C),145.10273,-37.81308
Government,1.0,3944.0,Dhurringile Primary School,Primary,O,605 Langham Road,,Dhurringile,VIC,3610.0,605 Langham Road,,DHURRINGILE,VIC,3610.0,03 5826 6222,283.0,Greater Shepparton (C),145.23979,-36.5432
Government,1.0,3947.0,Strathewen Primary School,Primary,O,5 School Ridge Road,,Strathewen,VIC,3099.0,5 School Ridge Road,,Strathewen,VIC,3099.0,03 9714 8278,571.0,Nillumbik (S),145.27009,-37.54758
Government,1.0,3956.0,Don Valley Primary School,Primary,O,Old Dalry Road,,Don Valley,VIC,3139.0,Old Dalry Road,,DON VALLEY,VIC,3139.0,03 5967 3321,745.0,Yarra Ranges (S),145.58741,-37.7602
Government,1.0,3960.0,Reservoir Primary School,Primary,O,Duffy Street,,Reservoir,VIC,3073.0,P O Box 69,,RESERVOIR,VIC,3073.0,03 9460 5798,189.0,Darebin (C),145.00677,-37.71142
Government,1.0,3967.0,Yallourn North Primary School,Primary,O,2A Reserve Street,,Yallourn North,VIC,3825.0,2A Reserve Street,,YALLOURN NORTH,VIC,3825.0,03 5115 8500,381.0,Latrobe (C),146.36222,-38.16321
Government,1.0,3968.0,Toorloo Arm Primary School,Primary,O,315 Lake Tyers Beach Road,,Lake Tyers Beach,VIC,3909.0,315 Lake Tyers Beach Road,,LAKES ENTRANCE,VIC,3909.0,03 5156 5517,211.0,East Gippsland (S),148.05097,-37.85254
Government,1.0,3971.0,Girgarre Primary School,Primary,O,528 Winter Road,,Girgarre,VIC,3624.0,P O Box 75,,GIRGARRE,VIC,3624.0,03 5854 6275,137.0,Campaspe (S),144.97376,-36.39811
Government,1.0,3982.0,Gladysdale Primary School,Primary,O,550 Little Yarra Road,,Gladysdale,VIC,3797.0,550 Little Yarra Road,,GLADYSDALE,VIC,3797.0,03 5966 6202,745.0,Yarra Ranges (S),145.65099,-37.82025
Government,1.0,3983.0,Mildura West Primary School,Primary,O,219-227  Ninth Street,,Mildura,VIC,3500.0,219-227  Ninth Street,,MILDURA,VIC,3500.0,03 5023 1336,478.0,Mildura (RC),142.15239,-34.17973
Government,1.0,3987.0,Moonee Ponds Primary School,Primary,O,87 Wilson Street,,Moonee Ponds,VIC,3039.0,87 Wilson Street,,Moonee Ponds,VIC,3039.0,03 9375 2511,506.0,Moonee Valley (C),144.93299,-37.76334
Government,1.0,3988.0,Kingsville Primary School,Primary,O,58 Bishop Street,,Yarraville,VIC,3013.0,58 Bishop Street,,YARRAVILLE,VIC,3013.0,03 9314 5869,433.0,Maribyrnong (C),144.87466,-37.8126
Government,1.0,3993.0,Kallista Primary School,Primary,O,72 Monbulk Road,,Kallista,VIC,3791.0,P O Box 23A,,Kallista,VIC,3791.0,03 9755 2633,745.0,Yarra Ranges (S),145.37,-37.88509
Government,1.0,4015.0,Essendon North Primary School,Primary,O,112 Keilor Road,,Essendon North,VIC,3041.0,112 Keilor Road,,Essendon North,VIC,3041.0,03 9379 3979,506.0,Moonee Valley (C),144.90319,-37.74152
Government,1.0,4025.0,Ascot Vale West Primary School,Primary,O,Langs Rd,,Ascot Vale,VIC,3032.0,P O Box 154,,Ascot Vale,VIC,3032.0,03 9370 8784,506.0,Moonee Valley (C),144.91112,-37.78068
Government,1.0,4055.0,Hartwell Primary School,Primary,O,Milverton St,,Camberwell,VIC,3124.0,Milverton St,,CAMBERWELL,VIC,3124.0,03 9889 4012,111.0,Boroondara (C),145.08447,-37.84805
Government,1.0,4057.0,Red Cliffs Primary School,Primary,O,Murray Avenue,,Red Cliffs,VIC,3496.0,PO Box 306,,RED CLIFFS,VIC,3496.0,03 5024 1044,478.0,Mildura (RC),142.18531,-34.31157
Government,1.0,4060.0,Wattle Glen Primary School,Primary,O,16-24 Reynolds Road,,Wattle Glen,VIC,3096.0,PO Box 332,,DIAMOND CREEK,VIC,3089.0,03 9438 1259,571.0,Nillumbik (S),145.18204,-37.66884
Government,1.0,4062.0,Hampton Park Primary School,Primary,O,32 Somerville Road,,Hampton Park,VIC,3976.0,32 Somerville Road,,HAMPTON PARK,VIC,3976.0,03 9799 1440,161.0,Casey (C),145.25289,-38.03041
Government,1.0,4064.0,Colac West Primary School,Primary,O,12 Ligar Street,,Colac,VIC,3250.0,Post Office  Box 268,,Colac,VIC,3250.0,03 5231 2479,175.0,Colac-Otway (S),143.57975,-38.33642
Government,1.0,4087.0,Ripponlea Primary School,Primary,O,25 Carrington Grove,,St Kilda East,VIC,3183.0,25 Carrington Grove,,ST KILDA EAST,VIC,3183.0,03 9527 5728,231.0,Glen Eira (C),145.00505,-37.87461
Government,1.0,4112.0,Montmorency Primary School,Primary,O,60a Rattray Road,,Montmorency,VIC,3094.0,P O Box 42 Rattray Road,,MONTMORENCY,VIC,3094.0,03 9434 5944,66.0,Banyule (C),145.1216,-37.71765
Government,1.0,4117.0,Moriac Primary School,Primary,O,785 Hendy Main Road,,Moriac,VIC,3240.0,785 Hendy Main Road,,MORIAC,VIC,3240.0,03 5266 1298,649.0,Surf Coast (S),144.17557,-38.24139
Government,1.0,4120.0,Ringwood North Primary School,Primary,O,172 Oban Road,,Ringwood North,VIC,3134.0,P O Box 2312,,RINGWOOD NORTH,VIC,3134.0,03 9876 3411,441.0,Maroondah (C),145.23074,-37.79313
Government,1.0,4123.0,Red Cliffs East Primary School,Primary,O,Block 67a Nerrum Avenue,,Red Cliffs,VIC,3496.0,P O Box 320,,RED CLIFFS,VIC,3496.0,03 5024 1147,478.0,Mildura (RC),142.21427,-34.30511
Government,1.0,4139.0,Lloyd Street Primary School,Primary,O,Lloyd Street,,Malvern East,VIC,3145.0,6- 10 Lloyd Street,,MALVERN EAST,VIC,3145.0,03 9573 4600,635.0,Stonnington (C),145.05611,-37.87242
Government,1.0,4143.0,Bayswater North Primary School,Primary,O,Stuart Street,,Bayswater North,VIC,3153.0,Stuart Street,,BAYSWATER,VIC,3153.0,03 9729 1744,441.0,Maroondah (C),145.29562,-37.8288
Government,1.0,4158.0,Westbreen Primary School,Primary,O,2-10 Pascoe Street,,Pascoe Vale,VIC,3044.0,2-10 Pascoe Street,,Pascoe Vale,VIC,3044.0,03 9306 9481,525.0,Merri-bek (C),144.93548,-37.71629
Government,1.0,4159.0,Point Cook Prep - Year 9 College,Pri/Sec,O,18 - 50 Ponsford Drive,,Point Cook,VIC,3030.0,P O Box 6497,,POINT COOK,VIC,3030.0,03 8348 7100,726.0,Wyndham (C),144.72449,-37.8938
Government,1.0,4160.0,Footscray North Primary School,Primary,O,14 Rosamond Road,,Footscray,VIC,3011.0,P O Box 4253,,WEST FOOTSCRAY,VIC,3012.0,03 9317 9047,433.0,Maribyrnong (C),144.88337,-37.78775
Government,1.0,4169.0,Airly Primary School,Primary,O,226 Airly Estate Road,,Airly,VIC,3851.0,226 Airly Estate Road,,AIRLY,VIC,3851.0,03 5149 8251,681.0,Wellington (S),147.1139,-38.02571
Government,1.0,4170.0,Camberwell South Primary School,Primary,O,Peate Avenue,,Glen Iris,VIC,3146.0,PEATE AVENUE,,GLEN IRIS,VIC,3146.0,03 9889 4295,111.0,Boroondara (C),145.06261,-37.8479
Government,1.0,4171.0,Parkdale Primary School,Primary,O,305-311 Nepean Highway,,Parkdale,VIC,3195.0,P O Box 2124,,PARKDALE,VIC,3195.0,03 9580 1451,343.0,Kingston (C),145.0831,-37.99279
Government,1.0,4176.0,Hughesdale Primary School,Primary,O,Brine Street,,Hughesdale,VIC,3166.0,Brine Street,,HUGHESDALE,VIC,3166.0,03 9570 4808,497.0,Monash (C),145.07764,-37.90584
Government,1.0,4177.0,Westgarth Primary School,Primary,O,45 Brooke St & 311 Clarke St,,Northcote,VIC,3070.0,P O Box 59,,NORTHCOTE,VIC,3070.0,03 9481 5577,189.0,Darebin (C),145.00556,-37.77647
Government,1.0,4183.0,Auburn South Primary School,Primary,O,419 Tooronga Road,,Hawthorn East,VIC,3123.0,419 Tooronga Road,,HAWTHORN EAST,VIC,3123.0,03 9882 2140,111.0,Boroondara (C),145.04589,-37.83926
Government,1.0,4193.0,Aspendale Primary School,Primary,O,23 Laura Street,,Aspendale,VIC,3195.0,23 Laura Street,,Aspendale,VIC,3195.0,03 9580 3255,343.0,Kingston (C),145.09976,-38.02027
Government,1.0,4212.0,Eltham North Primary School,Primary,O,35-47 Wattletree Road,,Eltham North,VIC,3095.0,35-47 Wattletree Road,,ELTHAM NORTH,VIC,3095.0,03 9439 9639,571.0,Nillumbik (S),145.15087,-37.70011
Government,1.0,4215.0,Merrivale Primary School,Primary,O,158 Merrivale Drive,,Warrnambool,VIC,3280.0,P O Box 394,,WARRNAMBOOL,VIC,3280.0,03 5562 7172,673.0,Warrnambool (C),142.45615,-38.37802
Government,1.0,4217.0,Dandenong West Primary School,Primary,O,32 Birdwood Avenue,,Dandenong,VIC,3175.0,32 Birdwood Avenue,,DANDENONG,VIC,3175.0,03 9792 2868,267.0,Greater Dandenong (C),145.20042,-37.98074
Government,1.0,4219.0,Yarra Road Primary School,Primary,O,222 - 228 Yarra Road,,CROYDON NORTH,VIC,3136.0,222 - 228 Yarra Road,,CROYDON NORTH,VIC,3136.0,03 9723 4182,441.0,Maroondah (C),145.27223,-37.7664
Government,1.0,4220.0,Aberfeldie Primary School,Primary,O,Doone Street,,Essendon,VIC,3040.0,Doone Street,,Essendon,VIC,3040.0,03 9337 8084,506.0,Moonee Valley (C),144.89477,-37.75649
Government,1.0,4224.0,Manifold Heights Primary School,Primary,O,20-24 Strachan Avenue,,Manifold Heights,VIC,3218.0,20-24 Strachan Avenue,,MANIFOLD HEIGHTS,VIC,3218.0,03 5229 9643,275.0,Greater Geelong (C),144.33292,-38.13597
Government,1.0,4226.0,Nungurner Primary School,Primary,O,455 Nungurner Road,,Nungurner,VIC,3909.0,455 Nungurner Road,,NUNGURNER,VIC,3909.0,03 5156 3232,211.0,East Gippsland (S),147.88839,-37.86592
Government,1.0,4257.0,Dingley Primary School,Primary,O,111-115 Centre Dandenong Road,,Dingley Village,VIC,3172.0,P O  Box 79,,DINGLEY VILLAGE,VIC,3172.0,03 9551 3555,343.0,Kingston (C),145.1325,-37.9826
Government,1.0,4263.0,Cardross Primary School,Primary,O,415 Dairtnunk Avenue,,Cardross,VIC,3496.0,PO Box 150,,CARDROSS,VIC,3496.0,03 5024 1267,478.0,Mildura (RC),142.14504,-34.28801
Government,1.0,4265.0,Albion Primary School,Primary,O,61-81 Adelaide Street,,Albion,VIC,3020.0,61- 81 ADELAIDE STREET,,ALBION,VIC,3020.0,03 9311 1325,118.0,Brimbank (C),144.81975,-37.77808
Government,1.0,4269.0,Lemnos Primary School,Primary,O,Lemnos Road,,Lemnos,VIC,3631.0,"74-76 Lemnos North Road,",,LEMNOS,VIC,3631.0,03 5829 9287,283.0,Greater Shepparton (C),145.46246,-36.35805
Government,1.0,4275.0,Tarwin Lower Primary School,Primary,O,School Road,,Tarwin Lower,VIC,3956.0,34 School Road,,TARWIN LOWER,VIC,3956.0,03 5663 5263,617.0,South Gippsland (S),145.86706,-38.70257
Government,1.0,4290.0,Nepean Special School,Special,O,33 Klauer St,,Seaford,VIC,3198.0,Po Box 2721,,SEAFORD,VIC,3198.0,03 9786 9111,217.0,Frankston (C),145.14233,-38.11943
Government,1.0,4304.0,Brunswick South West Primary School,Primary,O,South Daly Street,,Brunswick West,VIC,3055.0,South Daly Street,,BRUNSWICK WEST,VIC,3055.0,03 9387 6886,525.0,Merri-bek (C),144.94352,-37.77058
Government,1.0,4309.0,Bell Primary School,Primary,O,78A Oakover Road,,Preston,VIC,3072.0,78a Oakover Road,,PRESTON,VIC,3072.0,03 9480 5622,189.0,Darebin (C),144.99061,-37.7477
Government,1.0,4314.0,Chatham Primary School,Primary,O,Weybridge Street,,Surrey Hills,VIC,3127.0,Weybridge Street,,SURREY HILLS,VIC,3127.0,03 9830 1933,111.0,Boroondara (C),145.0916,-37.81765
Government,1.0,4315.0,Caulfield South Primary School,Primary,O,24 Bundeera Road,,Caulfield South,VIC,3162.0,24 Bundeera Road,,CAULFIELD SOUTH,VIC,3162.0,03 9578 3718,231.0,Glen Eira (C),145.0308,-37.89525
Government,1.0,4317.0,Ashburton Primary School,Primary,O,Fakenham Road,,Ashburton,VIC,3147.0,FAKENHAM ROAD,,ASHBURTON,VIC,3147.0,03 9813 9400,111.0,Boroondara (C),145.08362,-37.8622
Government,1.0,4318.0,Bentleigh West Primary School,Primary,O,23 Brewer Road,,Bentleigh,VIC,3204.0,23 Brewer Road,,BENTLEIGH,VIC,3204.0,03 9557 1228,231.0,Glen Eira (C),145.02677,-37.92059
Government,1.0,4324.0,Seaspray Primary School,Primary,O,15 Prospect Road,,Seaspray,VIC,3851.0,15 Prospect Road,,SEASPRAY,VIC,3851.0,03 5146 4393,681.0,Wellington (S),147.17062,-38.35649
Government,1.0,4332.0,Anglesea Primary School,Primary,O,85 Camp Road,,Anglesea,VIC,3230.0,85 Camp Road,,ANGLESEA,VIC,3230.0,03 5263 1231,649.0,Surf Coast (S),144.19184,-38.39678
Government,1.0,4341.0,Briar Hill Primary School,Primary,O,25 Gladstone Road,,Briar Hill,VIC,3088.0,P O Box 49,,BRIAR HILL,VIC,3088.0,03 9435 1633,66.0,Banyule (C),145.11622,-37.70831
Government,1.0,4359.0,Zeerust Primary School,Primary,O,245 Zeerust Road,,Zeerust,VIC,3634.0,245 Zeerust Road,,ZEERUST,VIC,3634.0,03 5829 8282,283.0,Greater Shepparton (C),145.40507,-36.2772
Government,1.0,4366.0,McKinnon Primary School,Primary,O,253 Tucker Road,,Ormond,VIC,3204.0,253 TUCKER ROAD,,ORMOND,VIC,3204.0,03 9578 1851,231.0,Glen Eira (C),145.0528,-37.90805
Government,1.0,4384.0,Clayton South Primary School,Primary,O,539 Clayton Road,,Clayton South,VIC,3169.0,P O Box 1205,,CLAYTON SOUTH,VIC,3169.0,03 9558 0599,343.0,Kingston (C),145.11644,-37.94048
Government,1.0,4386.0,Ivanhoe East Primary School,Primary,O,35 Warncliffe Road,,Ivanhoe East,VIC,3079.0,35 Warncliffe Road,,IVANHOE EAST,VIC,3079.0,03 9499 2171,66.0,Banyule (C),145.05945,-37.77459
Government,1.0,4387.0,Cobains Primary School,Primary,O,3 Crofts Road,,Cobains,VIC,3851.0,3 CROFTS ROAD,,COBAINS,VIC,3851.0,03 5149 8274,681.0,Wellington (S),147.13228,-38.07479
Government,1.0,4389.0,Mildura South Primary School,Primary,O,593 Deakin Avenue,,Mildura South,VIC,3501.0,P O Box 10198,,MILDURA,VIC,3502.0,03 5023 2148,478.0,Mildura (RC),142.12679,-34.21348
Government,1.0,4398.0,Tate Street Primary School Geelong,Primary,O,1B Tate Street,,Geelong East,VIC,3219.0,TATE STREET,,GEELONG EAST,VIC,3219.0,03 5221 2780,275.0,Greater Geelong (C),144.3792,-38.16605
Government,1.0,4399.0,Brunswick North West Primary School,Primary,O,Culloden Street,,Brunswick West,VIC,3055.0,Culloden Street,,BRUNSWICK WEST,VIC,3055.0,03 9386 4624,525.0,Merri-bek (C),144.94359,-37.75671
Government,1.0,4401.0,Katandra West Primary School,Primary,O,17-27 Bankin Street,,Katandra West,VIC,3634.0,"17 - 27 Bankin Street,",,KATANDRA WEST,VIC,3634.0,03 5828 3350,283.0,Greater Shepparton (C),145.56071,-36.22547
Government,1.0,4407.0,Fleetwood Primary School,Primary,O,97 Fleetwood Drive,,Narre Warren,VIC,3805.0,97 FLEETWOOD DRIVE,,NARRE WARREN,VIC,3805.0,03 9705 2281,161.0,Casey (C),145.3181,-38.0393
Government,1.0,4429.0,Sandringham East Primary School,Primary,O,9 Holloway Road,,Sandringham,VIC,3191.0,9 Holloway Road,,SANDRINGHAM,VIC,3191.0,03 9598 1704,91.0,Bayside (C),145.02222,-37.95667
Government,1.0,4440.0,Seaholme Primary School,Primary,O,33 Civic Parade,,Seaholme,VIC,3018.0,Box 171,,ALTONA,VIC,3018.0,03 9398 2806,311.0,Hobsons Bay (C),144.83991,-37.86421
Government,1.0,4458.0,Somers Primary School,Primary,O,87 Camp Hill Road,,Somers,VIC,3927.0,87 CAMP HILL ROAD,,SOMERS,VIC,3927.0,03 5983 5546,534.0,Mornington Peninsula (S),145.16461,-38.39212
Government,1.0,4465.0,Travancore School,Special,O,50 Flemington Street,,TRAVANCORE,VIC,3032.0,50 Flemington Street,,TRAVANCORE,VIC,3032.0,03 9345 6053,506.0,Moonee Valley (C),144.93487,-37.7819
Government,1.0,4530.0,Upwey Primary School,Primary,O,15 Darling Avenue,,Upwey,VIC,3158.0,15 Darling Avenue,,UPWEY,VIC,3158.0,03 9754 2369,745.0,Yarra Ranges (S),145.3328,-37.90287
Government,1.0,4543.0,Coburg North Primary School,Primary,O,180 O'Hea Street,,Coburg,VIC,3058.0,180 O'Hea St,,Coburg,VIC,3058.0,03 9354 1660,525.0,Merri-bek (C),144.95185,-37.73617
Government,1.0,4568.0,Rosanna Primary School,Primary,O,Grandview Grove,,Rosanna,VIC,3084.0,P O Box 427,,ROSANNA,VIC,3084.0,03 9457 2592,66.0,Banyule (C),145.0629,-37.73539
Government,1.0,4582.0,Wantirna South Primary School,Primary,O,16 Tyner Road,,Wantirna South,VIC,3152.0,16 Tyner Road,,WANTIRNA SOUTH,VIC,3152.0,03 9801 1900,367.0,Knox (C),145.23734,-37.87253
Government,1.0,4612.0,Strathmore Primary School,Primary,O,14-34 Lloyd Street,,Strathmore,VIC,3041.0,14-34 Lloyd Street,,STRATHMORE,VIC,3041.0,03 9379 3991,506.0,Moonee Valley (C),144.917,-37.73551
Government,1.0,4638.0,Balwyn North Primary School,Primary,O,Buchanan Avenue,,Balwyn North,VIC,3104.0,Buchanan Avenue,,BALWYN NORTH,VIC,3104.0,03 9859 4258,111.0,Boroondara (C),145.07704,-37.7967
Government,1.0,4641.0,Solway Primary School,Primary,O,Winton Road,,Ashburton,VIC,3147.0,Winton Road,,ASHBURTON,VIC,3147.0,03 9885 2421,111.0,Boroondara (C),145.07283,-37.87324
Government,1.0,4642.0,Wangaratta West Primary School,Primary,O,47-49 Phillipson Street,,Wangaratta,VIC,3677.0,P O Box 169,,WANGARATTA,VIC,3676.0,03 5721 3491,670.0,Wangaratta (RC),146.30442,-36.35413
Government,1.0,4644.0,Mount Beauty Primary School,Primary,O,Lakeside Avenue,,Mount Beauty,VIC,3699.0,P O Box 34,,MOUNT BEAUTY,VIC,3699.0,03 5754 4354,11.0,Alpine (S),147.17159,-36.7395
Government,1.0,4646.0,Newlands Primary School,Primary,O,2-26 Murphy Street,,Preston,VIC,3072.0,P O Box 778 Newlands Estate,,East Coburg,VIC,3058.0,03 9354 2928,189.0,Darebin (C),144.98538,-37.73011
